1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
4234, taiga, biomesoplenty:meadow, MONSTER, dannys_expansion:rammer, 10, 1, 1
4235, taiga, biomesoplenty:meadow, MONSTER, dannys_expansion:sporer, 10, 1, 1
4236, taiga, biomesoplenty:meadow, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4237, taiga, biomesoplenty:meadow, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4238, taiga, biomesoplenty:meadow, MONSTER, mowziesmobs:grottol, 10, 1, 1
4239, taiga, biomesoplenty:meadow, CREATURE, minecraft:rabbit, 10, 2, 3
4240, taiga, biomesoplenty:meadow, CREATURE, minecraft:sheep, 12, 4, 4
4241, taiga, biomesoplenty:meadow, CREATURE, minecraft:pig, 10, 4, 4
4242, taiga, biomesoplenty:meadow, CREATURE, minecraft:chicken, 10, 4, 4
4243, taiga, biomesoplenty:meadow, CREATURE, minecraft:cow, 10, 4, 4
4244, taiga, biomesoplenty:meadow, CREATURE, minecraft:fox, 10, 2, 4
4245, taiga, biomesoplenty:meadow, CREATURE, exoticbirds:robin, 12, 2, 5
4246, taiga, biomesoplenty:meadow, CREATURE, exoticbirds:owl, 10, 2, 5
4247, taiga, biomesoplenty:meadow, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4248, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4249, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
4250, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:crow, 10, 3, 5
4251, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4252, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4253, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
4254, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:crow, 10, 3, 5
4255, taiga, biomesoplenty:meadow, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4256, taiga, biomesoplenty:meadow, AMBIENT, minecraft:bat, 10, 8, 8
4257, taiga, biomesoplenty:meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
4258, taiga, biomesoplenty:meadow, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4259, taiga, biomesoplenty:meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
4260, taiga, biomesoplenty:meadow, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4261, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4262, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4263, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4264, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4265, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4266, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4267, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4268, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4269, taiga, biomesoplenty:meadow, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4270, taiga, biomesoplenty:meadow, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4271, taiga, biomesoplenty:meadow, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4272, taiga, biomesoplenty:meadow, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4273, taiga, biomesoplenty:meadow, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4274, taiga, biomesoplenty:meadow, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4275, taiga, biomesoplenty:meadow, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4276, taiga, biomesoplenty:meadow, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
4277, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:spider, 80, 4, 4
4278, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:zombie, 80, 4, 4
4279, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4280, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4281, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:creeper, 80, 4, 4
4282, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:slime, 80, 4, 4
4283, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:enderman, 5, 1, 4
4284, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:witch, 5, 1, 1
4285, taiga, biomesoplenty:meadow_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
4286, taiga, biomesoplenty:meadow_forest, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4287, taiga, biomesoplenty:meadow_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4288, taiga, biomesoplenty:meadow_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4289, taiga, biomesoplenty:meadow_forest, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4290, taiga, biomesoplenty:meadow_forest, MONSTER, dannys_expansion:rammer, 10, 1, 1
4291, taiga, biomesoplenty:meadow_forest, MONSTER, dannys_expansion:sporer, 10, 1, 1
4292, taiga, biomesoplenty:meadow_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4293, taiga, biomesoplenty:meadow_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4294, taiga, biomesoplenty:meadow_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
4295, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:rabbit, 10, 2, 3
4296, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:sheep, 12, 4, 4
4297, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:pig, 10, 4, 4
4298, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:chicken, 10, 4, 4
4299, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:cow, 10, 4, 4
4300, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:fox, 10, 2, 4
4301, taiga, biomesoplenty:meadow_forest, CREATURE, exoticbirds:robin, 12, 2, 5
4302, taiga, biomesoplenty:meadow_forest, CREATURE, exoticbirds:owl, 10, 2, 5
4303, taiga, biomesoplenty:meadow_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4304, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4305, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
4306, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:crow, 10, 3, 5
4307, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4308, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4309, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
4310, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:crow, 10, 3, 5
4311, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4312, taiga, biomesoplenty:meadow_forest, AMBIENT, minecraft:bat, 10, 8, 8
4313, taiga, biomesoplenty:meadow_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4314, taiga, biomesoplenty:meadow_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4315, taiga, biomesoplenty:meadow_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4316, taiga, biomesoplenty:meadow_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4317, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4318, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4319, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4320, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4321, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4322, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4323, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4324, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4325, taiga, biomesoplenty:meadow_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4326, taiga, biomesoplenty:meadow_forest, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4327, taiga, biomesoplenty:meadow_forest, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4328, taiga, biomesoplenty:meadow_forest, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4329, taiga, biomesoplenty:meadow_forest, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4330, taiga, biomesoplenty:meadow_forest, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4331, taiga, biomesoplenty:meadow_forest, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4332, taiga, biomesoplenty:meadow_forest, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
4333, icy, biomesoplenty:muskeg, MONSTER, minecraft:spider, 80, 4, 4
4334, icy, biomesoplenty:muskeg, MONSTER, minecraft:zombie, 80, 4, 4
4335, icy, biomesoplenty:muskeg, MONSTER, minecraft:zombie_villager, 10, 1, 1
4336, icy, biomesoplenty:muskeg, MONSTER, minecraft:skeleton, 80, 4, 4
4337, icy, biomesoplenty:muskeg, MONSTER, minecraft:creeper, 80, 4, 4
4338, icy, biomesoplenty:muskeg, MONSTER, minecraft:slime, 80, 4, 4
4339, icy, biomesoplenty:muskeg, MONSTER, minecraft:enderman, 5, 1, 4
4340, icy, biomesoplenty:muskeg, MONSTER, minecraft:witch, 5, 1, 1
4341, icy, biomesoplenty:muskeg, MONSTER, minecraft:slime, 10, 1, 1
4342, icy, biomesoplenty:muskeg, MONSTER, mowziesmobs:grottol, 10, 1, 1
4343, icy, biomesoplenty:muskeg, MONSTER, dannys_expansion:frozen_ghoul, 45, 1, 1
4344, icy, biomesoplenty:muskeg, MONSTER, dannys_expansion:frozen_slime, 20, 1, 1
4345, icy, biomesoplenty:muskeg, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4346, icy, biomesoplenty:muskeg, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4347, icy, biomesoplenty:muskeg, MONSTER, dannys_expansion:sporer, 10, 1, 1
4348, icy, biomesoplenty:muskeg, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4349, icy, biomesoplenty:muskeg, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4350, icy, biomesoplenty:muskeg, MONSTER, mowziesmobs:grottol, 10, 1, 1
4351, icy, biomesoplenty:muskeg, CREATURE, exoticbirds:penguin, 10, 2, 5
4352, icy, biomesoplenty:muskeg, CREATURE, aquaculture:box_turtle, 10, 1, 2
4353, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:crocodile, 40, 1, 2
4354, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:shoebill, 10, 1, 2
4355, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4356, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:crocodile, 40, 1, 2
4357, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:shoebill, 10, 1, 2
4358, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4359, icy, biomesoplenty:muskeg, AMBIENT, minecraft:bat, 10, 8, 8
4360, icy, biomesoplenty:muskeg, AMBIENT, alexsmobs:fly, 10, 2, 3
4361, icy, biomesoplenty:muskeg, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4362, icy, biomesoplenty:muskeg, AMBIENT, alexsmobs:fly, 10, 2, 3
4363, icy, biomesoplenty:muskeg, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4364, icy, biomesoplenty:muskeg, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4365, icy, biomesoplenty:muskeg, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4366, icy, biomesoplenty:muskeg, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4367, icy, biomesoplenty:muskeg, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4368, icy, biomesoplenty:muskeg, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4369, icy, biomesoplenty:muskeg, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4370, icy, biomesoplenty:muskeg, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
4371, icy, biomesoplenty:muskeg, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4372, forest, biomesoplenty:mystic_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
4373, forest, biomesoplenty:mystic_grove, MONSTER, minecraft:slime, 80, 4, 4
4374, forest, biomesoplenty:mystic_grove, MONSTER, minecraft:witch, 5, 1, 1
4375, forest, biomesoplenty:mystic_grove, MONSTER, mowziesmobs:grottol, 10, 1, 1
4376, forest, biomesoplenty:mystic_grove, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4377, forest, biomesoplenty:mystic_grove, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4378, forest, biomesoplenty:mystic_grove, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4379, forest, biomesoplenty:mystic_grove, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4380, forest, biomesoplenty:mystic_grove, MONSTER, dannys_expansion:rammer, 10, 1, 1
4381, forest, biomesoplenty:mystic_grove, MONSTER, dannys_expansion:sporer, 10, 1, 1
4382, forest, biomesoplenty:mystic_grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4383, forest, biomesoplenty:mystic_grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4384, forest, biomesoplenty:mystic_grove, MONSTER, mowziesmobs:grottol, 10, 1, 1
4385, forest, biomesoplenty:mystic_grove, CREATURE, minecraft:rabbit, 10, 2, 3
4386, forest, biomesoplenty:mystic_grove, CREATURE, minecraft:fox, 10, 2, 4
4387, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:bluejay, 12, 2, 5
4388, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:cardinal, 12, 2, 5
4389, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:robin, 12, 2, 5
4390, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4391, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4392, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:peafowl, 10, 2, 5
4393, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:magpie, 12, 2, 5
4394, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:cassowary, 10, 2, 5
4395, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:kiwi, 10, 2, 5
4396, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:pigeon, 12, 2, 5
4397, forest, biomesoplenty:mystic_grove, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4398, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4399, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
4400, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:crow, 10, 3, 5
4401, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4402, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4403, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
4404, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:crow, 10, 3, 5
4405, forest, biomesoplenty:mystic_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4406, forest, biomesoplenty:mystic_grove, AMBIENT, minecraft:bat, 10, 8, 8
4407, forest, biomesoplenty:mystic_grove, AMBIENT, mowziesmobs:lantern, 10, 2, 4
4408, forest, biomesoplenty:mystic_grove, AMBIENT, alexsmobs:fly, 10, 2, 3
4409, forest, biomesoplenty:mystic_grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4410, forest, biomesoplenty:mystic_grove, AMBIENT, alexsmobs:fly, 10, 2, 3
4411, forest, biomesoplenty:mystic_grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4412, forest, biomesoplenty:mystic_grove, AMBIENT, mowziesmobs:lantern, 10, 2, 4
4413, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4414, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4415, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4416, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4417, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4418, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4419, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4420, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4421, forest, biomesoplenty:mystic_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4422, forest, biomesoplenty:mystic_grove, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4423, forest, biomesoplenty:mystic_grove, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4424, forest, biomesoplenty:mystic_grove, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4425, forest, biomesoplenty:mystic_grove, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4426, forest, biomesoplenty:mystic_grove, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4427, forest, biomesoplenty:mystic_grove, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4428, forest, biomesoplenty:mystic_grove, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
4429, forest, biomesoplenty:mystic_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
4430, forest, biomesoplenty:mystic_plains, MONSTER, minecraft:slime, 80, 4, 4
4431, forest, biomesoplenty:mystic_plains, MONSTER, minecraft:witch, 5, 1, 1
4432, forest, biomesoplenty:mystic_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
4433, forest, biomesoplenty:mystic_plains, MONSTER, dannys_expansion:ghoul, 20, 1, 3
4434, forest, biomesoplenty:mystic_plains, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4435, forest, biomesoplenty:mystic_plains, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
4436, forest, biomesoplenty:mystic_plains, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
4437, forest, biomesoplenty:mystic_plains, MONSTER, dannys_expansion:rammer, 10, 1, 1
4438, forest, biomesoplenty:mystic_plains, MONSTER, dannys_expansion:sporer, 10, 1, 1
4439, forest, biomesoplenty:mystic_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4440, forest, biomesoplenty:mystic_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4441, forest, biomesoplenty:mystic_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
4442, forest, biomesoplenty:mystic_plains, CREATURE, minecraft:rabbit, 10, 2, 3
4443, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:bluejay, 12, 2, 5
4444, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:cardinal, 12, 2, 5
4445, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:robin, 12, 2, 5
4446, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4447, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4448, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:peafowl, 10, 2, 5
4449, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:magpie, 12, 2, 5
4450, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:cassowary, 10, 2, 5
4451, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:kiwi, 10, 2, 5
4452, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:pigeon, 12, 2, 5
4453, forest, biomesoplenty:mystic_plains, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4454, forest, biomesoplenty:mystic_plains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4455, forest, biomesoplenty:mystic_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
4456, forest, biomesoplenty:mystic_plains, CREATURE, alexsmobs:crow, 10, 3, 5
4457, forest, biomesoplenty:mystic_plains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4458, forest, biomesoplenty:mystic_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
4459, forest, biomesoplenty:mystic_plains, CREATURE, alexsmobs:crow, 10, 3, 5
4460, forest, biomesoplenty:mystic_plains, AMBIENT, minecraft:bat, 10, 8, 8
4461, forest, biomesoplenty:mystic_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
4462, forest, biomesoplenty:mystic_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4463, forest, biomesoplenty:mystic_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
4464, forest, biomesoplenty:mystic_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4465, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4466, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4467, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4468, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4469, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4470, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4471, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4472, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4473, forest, biomesoplenty:mystic_plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4474, forest, biomesoplenty:mystic_plains, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
4475, forest, biomesoplenty:mystic_plains, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
4476, forest, biomesoplenty:mystic_plains, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
4477, forest, biomesoplenty:mystic_plains, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
4478, forest, biomesoplenty:mystic_plains, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
4479, forest, biomesoplenty:mystic_plains, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
4480, forest, biomesoplenty:mystic_plains, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
